Year,Make,Model,Trim,Body,Transmission,Vin,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2010,BMW,3 Series,328i,Sedan,Automatic,wbaph5g50anm35849,CA,2,75681,White,Black,Exeter Finance Corp,12100,13100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5en9a1184259,CA,23,99861,Blue,Gray,Cig Financial,5725,4800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5en8a1216540,CA,43,70367,White,Black,Exeter Finance Corp,6850,8600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdz7aj6bm362094,CA,19,44824,Black,Beige,Remarketing By Ge/Flagship Credit Acceptance,9050,7100,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,Automatic,3n1ab6ap3bl724562,CA,39,32993,Black,Gray,Nissan-Infiniti Lt,9600,10800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chrysler,Sebring,Touring,Sedan,Automatic,1c3cc4fbxan211350,CA,23,77659,White,Black,Santander Consumer,6300,5600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap3bc863862,CA,45,32431,White,Black,Nissan-Infiniti Lt,16950,17500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Armada,Platinum,SUV,Automatic,5n1aa0nd9bn606024,CA,41,40671,NULL,Black,Nissan North America Inc.,20900,27000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Suburban,1500 LT,SUV,Automatic,1gnukje34ar228964,CA,22,65153,Silver,Silver,Rio Vista Chevrolet,21600,22000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4eexbc547732,CA,23,53157,Gray,Gray,Toyota Financial Services,9300,8800,Wed Dec 17 2014 13:00:00 GMT-0800 (PST)
2011,Toyota,Venza,Base,Wagon,Automatic,4t3za3bb6bu047276,CA,32,33529,White,Tan,Toyota Financial Services,15600,15000,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2010,Buick,LaCrosse,CXL,Sedan,Automatic,1g4gc5eg5af145375,CA,23,102949,Gray,Beige,Consumer Portfolio Services,9400,8400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5en8a1244970,CA,34,74833,Gray,Black,Jpmorgan Chase Bank N.A.,6650,6200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Dodge,Charger,SXT Fleet,Sedan,Automatic,2b3ca3cv5ah302076,CA,19,95536,Black,Black,First Financial Credit Union,8150,8800,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,Automatic,4t4bf3ek1br116677,CA,26,27957,White,Gray,Jordan Auto,12050,11000,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2010,Dodge,Charger,3.5L,Sedan,Automatic,2b3ca2cv7ah300114,CA,4,34060,Black,Gray,Bmw Alphera/Alphera Financial Services,11650,12100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,Sprinter,2500 170 WB Passenger,Van,Automatic,wdzpe8cc1b5510299,CA,25,159193,Silver,Black,Mercedes Benz Of Laguna Niguel,21400,21000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Premium,Wagon,Automatic,4s4brbcc7b3411201,CA,34,42814,Gray,Black,Jpmorgan Chase Bank N.A.,16300,17250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5,Sedan,Automatic,1n4al2ap5bn515946,CA,34,49945,White,Gray,Nissan Motor Acceptance Corporation,10600,11800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,Automatic,3n1ab6ap5bl725745,CA,36,39958,White,Gray,Nissan-Infiniti Lt,9250,10750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Charger,SXT Fleet,Sedan,Automatic,2b3ca3cv5ah308122,CA,NULL,94272,Black,NULL,Corona Auto Wholesale Inc,8175,8700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,BMW,3 Series,328i,Sedan,Automatic,wbaph5g51anm70903,CA,31,86064,Black,Black,Auto Depot,11400,11250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcrkse3xag108607,CA,36,45187,White,Beige,Merchants Automotive Group,23900,20600,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,NULL,jn8as5mv1bw306548,CA,42,36597,Black,Black,Nissan-Infiniti Lt,15950,17000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Colorado,Work Truck,Extended Cab,Automatic,1gcktbd91a8144907,CA,28,69752,White,Black,Donlen Corporation,10850,10400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chrysler,300,Touring,Sedan,Automatic,2c3ca5cv9ah250014,CA,2,53275,Gray,Black,Remarketing By Ge/Chase Lease Remarketing Co,10600,9500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt4bw577506,CA,27,36296,Black,Black,Nissan-Infiniti Lt,15000,13750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,Automatic,4t1bf3ek5bu175709,CA,35,95309,Gray,Gray,First Investors Servicing Corp,8725,8900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Tacoma,PreRunner V6,Double Cab,Automatic,5tfju4gn4bx001082,CA,34,30622,White,Gray,Aaero Sweet Company,22600,23500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,NULL,jn8as5mt4bw574458,CA,28,39832,Black,Gray,Nissan-Infiniti Lt,14750,14000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,RAV4,Limited,SUV,Automatic,2t3yf4dvxbw082199,CA,43,55126,Gold,Beige,Ge Fleet Services For Itself/Servicer,16200,16500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Toyota,Highlander,Base,SUV,Automatic,5tdza3eh9bs016976,CA,33,85516,Gray,Gray,Skyhigh Remarketing Inc,16150,17500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap1bc838460,CA,35,54719,Blue,Black,Nissan-Infiniti Lt,15350,16000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,NULL,3n1ab6ap4bl699946,CA,42,42108,Black,Gray,Nissan-Infiniti Lt,9150,9750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Cube,1.8 SL,Wagon,Automatic,jn8az2kr9bt212273,CA,19,104388,Silver,Black,Jpmorgan Chase Bank N.A.,3475,6600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Premium,Wagon,Automatic,4s4brbcc3b3399922,CA,33,52980,Blue,Black,Ge Fleet Services For Itself/Servicer,15400,16900,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap5bc844861,CA,4,32485,Black,Black,Nissan Motor Acceptance Corporation,16950,19000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdz7aj4bm302542,CA,37,95790,White,Black,Financial Services Remarketing (Lease),7200,8600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap7bc177462,CA,26,47287,Red,Black,The Hertz Corporation,10100,10000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,NULL,3n1bc1ap4bl422430,CA,2,77536,Silver,Black,Exeter Finance Corp,5850,5700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chrysler,Sebring,Touring,Sedan,Automatic,1c3cc4fb2an213643,CA,16,83565,White,Black,Cig Financial,6225,5400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,Automatic,3n1ab6ap1bl719473,CA,28,17914,Blue,Gray,Nissan-Infiniti Lt,10300,10250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Corvette,Base,Coupe,Automatic,1g1yg2dw9a5107571,CA,45,25144,Black,Black,Jaguar Land Rover Thousand Oaks,31100,30500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Charger,SXT Fleet,Sedan,Automatic,2b3ca3cv1ah307355,CA,27,64682,Black,Black,Repo Remarketing/First Imperial Cu,10050,11300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Audi,A4,2.0T Premium,Sedan,Automatic,wauefafl7an010036,CA,24,47473,Black,Beige,Audi North Scottsdale,15250,15000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,Automatic,4t1bb3ek1bu141276,CA,NULL,83421,Silver,NULL,Marin Auto Group,13050,13000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,mitsubishi,galant,fe,NULL,Automatic,4a32b2ff8be005010,CA,26,92904,Red,Gray,Gm Financial,5500,3600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Cadillac,SRX,Luxury,SUV,Automatic,3gyfnaey4as626106,CA,46,36553,Gray,Black,Bmw Of Riverside,17900,20250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Volkswagen,GTI,Autobahn PZEV,Hatchback,Automatic,wvwhd7aj0bw166946,CA,2,18924,Gray,Black,North Bakersfield Toyota Scion,16750,15500,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Toyota,4Runner,Limited,SUV,Automatic,jtezu5jr8b5023744,CA,4,93112,Black,Blue,Ge Fleet Services For Itself/Servicer,22300,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4ee7bc628588,CA,25,81105,Gray,Gray,Nextgear Capital,8075,7500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5,Sedan,Automatic,1n4al2ap3bn409950,CA,38,30472,White,Black,Nissan-Infiniti Lt,11750,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Subaru,Impreza,WRX,Sedan,Manual,jf1gv7e62bg522943,CA,1,65983,Gray,Black,American Car Finance Inc,16550,9250,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
2010,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcrcse09ag128673,CA,36,73437,Blue,Black,Jpmorgan Chase Bank N.A.,18300,18000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5en4a1167899,CA,41,43986,White,Gray,Lbs Financial Credit Union,8050,7900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Bentley,Continental GT Speed,Base,Coupe,Automatic,scbcp7za3ac065778,CA,3,15640,Black,Tan,Porsche Fin Svcs Dba Bentley Financial Services,93000,96000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt5bw575926,CA,43,37515,White,Gray,Nissan Motor Acceptance Corporation,14850,15300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SV,Hatchback,Automatic,jn1az0cp5bt007761,CA,27,43943,Black,Gray,Nissan-Infiniti Lt,9200,8500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2011,Nissan,Murano,LE,SUV,Automatic,jn8az1mu8bw063817,CA,38,48202,Gray,Black,Nissan-Infiniti Lt,15850,19500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5,Sedan,Automatic,1n4al2ap7bn483291,CA,44,39215,Beige,Beige,Nissan-Infiniti Lt,11250,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,S,Sedan,Automatic,2t1bu4ee2bc652586,CA,19,45957,Silver,Black,Tycon Enterprises,10500,11100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 S,Sedan,Automatic,3n1ab6ap6bl719596,CA,46,27096,NULL,Gray,Nissan-Infiniti Lt,9800,10250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2010,MINI,Cooper,Base,Hatchback,Automatic,wmwmf3c57atz61989,CA,31,79673,Gray,Black,American Road Leasing Inc,7625,7800,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,NULL,3n1ab6ap4bl725638,CA,19,36588,White,Gray,Nissan Motor Acceptance Corporation,9400,8000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt7bw183448,CA,31,25235,Black,Black,Nissan-Infiniti Lt,15900,16250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SL,Sedan,Automatic,3n1ab6ap8bl698511,CA,24,80429,Black,Black,West Coast Acceptance,6900,8300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,Automatic,jn8az1mw9bw183840,CA,38,69268,White,Beige,Nissan-Infiniti Lt,17050,17500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,malibu,ls,sedan,Automatic,1g1zb5ebxaf212632,CA,36,78416,Black,Gray,Donlen Corporation,7425,8100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mv2bw682384,CA,42,13761,Gray,Black,Nissan-Infiniti Lt,17500,18750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,BMW,7 Series,750Li,Sedan,Automatic,wbakb8c56acy63438,CA,19,57943,White,Gray,Financial Services Remarketing (Lease),28800,30750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,Automatic,jn1az0cpxbt008985,CA,28,30842,Silver,Beige,Nissan-Infiniti Lt,9775,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,Automatic,4t1bf3ek7bu760873,CA,28,44746,Silver,Gray,Toyota Financial Services,11100,11000,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2010,BMW,5 Series,535i,Sedan,Automatic,wbanw1c51ac168020,CA,4,51630,Gray,Gray,Remarketing By Ge/Manheim Riverside,20100,18500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap8bc151095,CA,38,100301,Burgundy,Black,Santander Consumer,7550,8400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,Automatic,jn1az0cp5bt008280,CA,36,31287,Black,Beige,Nissan-Infiniti Lt,9725,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,NULL,2d4rn5d18ar433746,CA,NULL,45512,Silver,NULL,Cal West Motors,9925,9800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,Automatic,3n1ab6ap1bl719179,CA,19,48887,Silver,Gray,Wells Fargo Dealer Services,7950,7800,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2011,Toyota,Land Cruiser,Base,SUV,Automatic,jtmhy7aj0b5011484,CA,47,44968,Silver,Gray,Millennium Cars,48200,45250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LS,Sedan,Automatic,2g1wa5ek7a1212696,CA,36,134319,Gray,Gray,California Auto Finance,4100,4500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5,Sedan,Automatic,1n4al2ap1bn501932,CA,28,55991,Blue,Black,Nissan-Infiniti Lt,10300,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,Automatic,jn1az0cp0bt008655,CA,42,19621,NULL,Gray,Nissan-Infiniti Lt,10600,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 S,Sedan,Automatic,3n1ab6ap8bl670529,CA,36,59597,Blue,Beige,Nissan Motor Acceptance Corporation,8350,9300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Traverse,LT2,SUV,Automatic,1gnlrged5aj210202,CA,27,78175,Beige,Black,Exeter Finance Corp,13900,12900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Audi,Q7,3.6 Premium quattro,SUV,NULL,wa1lyafe4ad000084,CA,NULL,27299,Gray,NULL,Remarketing By Ge/Manheim Riverside,30400,29000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,NULL,3n1ab6ap2bl623710,CA,33,45535,White,Gray,Remarketing By Ge/Manheim Southern California,9000,7400,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,Automatic,4t4bf3ek7br162238,CA,26,49997,White,Gray,Skyhigh Remarketing Inc,10850,10750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,chrysler,town,& country lx,NULL,Automatic,2a4rr4dexar108511,CA,27,80174,White,Gray,First Investors Servicing Corp,7825,7500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,Automatic,4t1bf3ek3bu227225,CA,28,37086,Gold,Gray,Toyota Scion Of Downtown La,11550,9250,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2010,BMW,3 Series,328i,Coupe,Automatic,wbawv1c50ap123957,CA,23,47318,White,Black,Santander Consumer,14800,14400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,NULL,jn8as5mtxbw572133,CA,42,37400,Gray,Gray,Nissan-Infiniti Lt,14900,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,Automatic,jn1az0cp9bt003289,CA,28,28736,Black,Gray,Nissan-Infiniti Lt,9925,10500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,Automatic,1d7rv1gt2bs518168,CA,44,101607,Silver,Black,Motor City Buick Gmc,15350,17800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,Automatic,1d7rb1gkxbs538250,CA,39,30647,Red,Gray,S/S Auto Wholesale,16250,14100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Cadillac,CTS,Performance,Sedan,Automatic,1g6dm5ev2a0139509,CA,35,63796,Black,Black,Concord Honda,14600,14900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Volvo,V50,T5 R-Design,Wagon,Automatic,yv1672mw5b2637242,CA,38,56306,Gray,Black,Northwestern Chrys/J/D/Ge,9250,8800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,Automatic,1d7rb1gp1bs624218,CA,41,97713,Silver,NULL,American Road Leasing Inc,12750,12250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,LS,Coupe,Automatic,2g1fa1ev5a9196759,CA,27,65404,Silver,Black,Fratelli Investment Group,12050,13500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,BMW,1 Series,128i,Convertible,Automatic,wbaun1c50avh82031,CA,44,19448,White,Tan,Aaero Sweet Company,18300,19000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,NULL,jn8az1mu6bw062780,CA,29,34892,Black,Black,Nissan-Infiniti Lt,17400,15750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,Base,Sedan,Automatic,3vw2k7aj0bm377539,CA,1,33187,Gray,Black,Vw Credit,8075,6800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,NULL,jn8az1mu5bw066867,CA,38,21655,NULL,Beige,Nissan-Infiniti Lt,18900,20750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,2LT,Coupe,Automatic,2g1fc1ev8a9128157,CA,28,91337,Black,Gray,Santander Consumer,12900,14200,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Toyota,Prius,Three,Hatchback,Automatic,jtdkn3du7b1369590,CA,34,41859,Red,Beige,Toyota Financial Services,14750,15500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5apxbc862482,CA,43,30083,Black,Black,Nissan-Infiniti Lt,17150,18000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,Automatic,jn8az1mu7bw050850,CA,35,53770,Gray,Black,Daimler Daiichi Corp,14500,15400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,Automatic,jn1az0cp8bt007656,CA,35,29377,Black,Beige,Nissan-Infiniti Lt,10050,9500,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdz7aj6bm372298,CA,32,60318,White,Black,Wells Fargo Dealer Services,8975,7700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Toyota,Tacoma,PreRunner V6,Double Cab,Automatic,3tmju4gn9bm120560,CA,42,44257,White,Gray,High Bid Trading Co Inc,21400,23000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap0bc846338,CA,33,31000,Gray,Black,Nissan-Infiniti Lt,17100,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mv1bw664216,CA,29,55481,Silver,Black,Nissan-Infiniti Lt,14650,16500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Avalon,Base,Sedan,Automatic,4t1bk3db2bu404344,CA,27,74871,NULL,Beige,Ge Fleet Services For Itself/Servicer,15450,12500,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2010,Acura,RDX,Base,SUV,Automatic,5j8tb2h29aa005087,CA,28,80198,Silver,Beige,Aaero Sweet Company,14150,14600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,NULL,jn8as5mv4bw687487,CA,24,62156,Black,Gray,Nissan-Infiniti Lt,14200,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,Automatic,3n1bc1ap7bl358853,CA,33,52444,Black,Black,Wells Fargo Dealer Services,6550,7000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdz7aj7bm327502,CA,1,82644,NULL,Black,Vw Credit,7675,6200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C350 Sport,Sedan,Automatic,wddgf5gb2af430893,CA,NULL,88343,Gray,NULL,Apexcars Net,13700,16300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,EX,Coupe,Automatic,2hgfg1b87ah524355,CA,NULL,59970,White,Gray,Kearny Pearson Kia,8650,9600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,Automatic,1fahp3fn7aw200252,CA,27,80880,Red,Black,A L Financial Corporation,5950,6100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,Automatic,19xfa1f56ae061667,CA,2,153354,Gray,Gray,California Republic Bank,5750,5600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,F-150,XL,Regular Cab,Automatic,1ftmf1cw4aka89941,CA,2,140738,White,Tan,Enterprise Fm Exchange/Tra/Lease,4850,4100,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2010,Ford,F-250 Super Duty,XL,SuperCab,Automatic,1ftsx2b50aea59594,CA,28,107271,White,Gray,Remarketing By Ge/Ge Capital Solutions,9525,8750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,Automatic,2d4rn5d14ar210927,CA,19,120071,Silver,Black,Jpmorgan Chase Bank N.A.,5950,4700,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Jeep,Commander,Limited,SUV,Automatic,1j4rh5gt1ac114015,CA,28,109977,Black,Black,Premium Auto Wholesale,14250,10500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,Automatic,wddgf5eb0ar107976,CA,35,34107,Black,Black,Hoehn Motors Inc,17050,16750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Nissan,Sentra,2,Sedan,Automatic,3n1ab6ap8al718867,CA,28,43729,Silver,Gray,Gm Financial,7800,9100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,MINI,Cooper,Base,Hatchback,Automatic,wmwmf3c58atz24109,CA,NULL,75265,Red,NULL,Corona Auto Wholesale Inc,7925,8600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Odyssey,EX-L,Minivan,Automatic,5fnrl3h6xab026116,CA,33,82376,Silver,Gray,Myrddin Fleet Services,15050,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Accord,LX-P,Sedan,Automatic,1hgcp2f47aa092364,CA,35,120844,Silver,Black,Ahfc/Honda Lease Trust/Hvt Inc.,8400,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Xterra,X,SUV,Automatic,5n1an0nw6ac502199,CA,NULL,149497,Red,NULL,Mercedes Benz Of San Francisco,6950,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Taurus,Limited,Sedan,Automatic,1fahp2fw9ag154548,CA,NULL,108617,Black,Black,Rock Honda,9725,7500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Jeep,Patriot,Sport,SUV,Automatic,1j4nt2ga8ad560425,CA,28,96810,Black,Black,Cig Financial,6100,5800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdu4ad5au179821,CA,38,60631,Black,Gray,Hyundai Motor Finance,6550,7700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
